cn_name,en_name,rating,comment_number,director
黑天鹅,Black Swan,8.5,432491,"导演: 达伦·阿罗诺夫斯基 Darren Aronofsky   主演: 娜塔莉·波特曼 Natalie...
                            2010 / 美国 / 剧情 惊悚"
燃情岁月,Legends of the Fall,8.7,152674,"导演: 爱德华·兹威克 Edward Zwick   主演: 安东尼·霍普金斯 Anthony Hopki...
                            1994 / 美国 / 剧情 爱情 西部 家庭"
英雄本色,A Better Tomorrow  /  Gangland Boss,8.7,173536,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986 / 香港 / 动作 犯罪"
虎口脱险,La grande vadrouille,8.9,110643,"导演: 杰拉尔·乌里 Gérard Oury   主演: 路易·德·菲耐斯 Louis de Funès...
                            1966 / 法国 英国 / 喜剧 战争"
卢旺达饭店,Hotel Rwanda,8.8,124524,"导演: 特瑞·乔治 Terry George   主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004 / 英国 南非 意大利 美国 / 剧情 历史 战争"
恋恋笔记本,The Notebook,8.5,293939,"导演: 尼克·卡索维茨 Nick Cassavetes   主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004 / 美国 / 剧情 爱情"
傲慢与偏见,Pride & Prejudice,8.4,314048,"导演: 乔·怀特 Joe Wright   主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005 / 法国 英国 美国 / 剧情 爱情"
7号房的礼物,7번방의 선물,8.7,183743,"导演: 李焕庆 Hwan-kyeong Lee   主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013 / 韩国 / 剧情 喜剧 家庭"
猜火车,Trainspotting,8.5,255712,"导演: 丹尼·博伊尔 Danny Boyle   主演: 伊万·麦克格雷格 Ewan McGregor / ...
                            1996 / 英国 / 犯罪 剧情"
魂断蓝桥,Waterloo Bridge,8.8,133402,"导演: Mervyn LeRoy   主演: Vivien Leigh / Robert Taylor / Lucile Watson
                            1940 / 美国 / 剧情 战争 爱情"
海边的曼彻斯特,Manchester by the Sea,8.6,198776,"导演: 肯尼斯·罗纳根 Kenneth Lonergan   主演: 卡西·阿弗莱克 Casey Affle...
                            2016 / 美国 / 剧情 家庭"
穿越时空的少女,時をかける少女,8.6,191404,"导演: 细田守 Mamoru Hosoda   主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006 / 日本 / 剧情 爱情 科幻 动画"
教父3,The Godfather: Part III,8.8,135566,"导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola   主演: 阿尔·帕西诺 A...
                            1990 / 美国 / 剧情 犯罪"
哈利·波特与死亡圣器(下),Harry Potter and the Deathly Hallows: Part 2,8.6,284044,"导演: 大卫·叶茨 David Yates   主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011 / 美国 英国 / 剧情 悬疑 奇幻 冒险"
萤火之森,蛍火の杜へ,8.7,164804,"导演: 大森贵弘 Takahiro Omori   主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011 / 日本 / 剧情 爱情 动画 奇幻"
完美的世界,A Perfect World,9.0,83815,"导演: 克林特·伊斯特伍德 Clint Eastwood   主演: 凯文·科斯特纳 Kevin Cos...
                            1993 / 美国 / 剧情 犯罪"
纵横四海,緃横四海,8.7,152126,"导演: 吴宇森 John Woo   主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991 / 香港 / 剧情 喜剧 动作 犯罪"
玩具总动员3,Toy Story 3,8.8,198289,"导演: 李·昂克里奇 Lee Unkrich   主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010 / 美国 / 喜剧 动画 奇幻 冒险"
雨中曲,Singin' in the Rain,8.9,95885,"导演: Stanley Donen / Gene Kelly   主演: Gene Kelly / Donald O'Connor / ...
                            1952 / 美国 / 喜剧 歌舞 爱情"
小森林 冬春篇,リトル・フォレスト 冬・春,8.9,120564,"导演: 森淳一 Junichi Mori   主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2015 / 日本 / 剧情"
荒蛮故事,Relatos salvajes,8.8,145875,"导演: 达米安·斯兹弗隆 Damián Szifron   主演: 达里奥·葛兰帝内提 Darío...
                            2014 / 阿根廷 西班牙 / 剧情 喜剧 犯罪"
花样年华,花樣年華,8.5,255665,"导演: 王家卫 Kar Wai Wong   主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000 / 香港 法国 / 剧情 爱情"
二十二,Twenty Two  /  22,8.8,94319,"导演: 郭柯 Ke Guo   主演: 
                            2015 / 中国大陆 / 纪录片"
我是山姆,I Am Sam,8.8,107668,"导演: 杰茜·尼尔森 Jessie Nelson   主演: Sean Penn / Dakota Fanning / Mi...
                            2001 / 美国 / 剧情 家庭"
超能陆战队,Big Hero 6,8.6,383402,"导演: 唐·霍尔 Don Hall / 克里斯·威廉姆斯 Chris Williams   主演: 斯科特...
                            2014 / 美国 / 喜剧 动作 科幻 动画 冒险"
唐伯虎点秋香,唐伯虎點秋香,8.4,341327,"导演: 李力持 Lik-Chi Lee   主演: 周星驰 Stephen Chow / 巩俐 Li Gong / 陈...
                            1993 / 香港 / 喜剧 爱情 古装"
时空恋旅人,About Time,8.6,208468,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 多姆纳尔·格利森 Domhnall Gl...
                            2013 / 英国 / 剧情 爱情 奇幻"
人工智能,Artificial Intelligence: AI,8.6,195168,"导演: 史蒂文·斯皮尔伯格 Steven Spielberg   主演: 海利·乔·奥斯蒙 Haley...
                            2001 / 美国 / 冒险 剧情 科幻"
浪潮,Die Welle,8.7,136368,"导演: 丹尼斯·甘塞尔 Dennis Gansel   主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008 / 德国 / 剧情 惊悚"
蝙蝠侠：黑暗骑士崛起,The Dark Knight Rises,8.6,303673,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 克里斯蒂安·贝尔 Christ...
                            2012 / 美国 英国 / 剧情 动作 科幻 犯罪 惊悚"
冰川时代,Ice Age,8.4,280174,"导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge   主演...
                            2002 / 美国 / 喜剧 动画 冒险"
香水,Perfume: The Story of a Murderer,8.4,284004,"导演: 汤姆·提克威 Tom Tykwer   主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006 / 德国 法国 西班牙 美国 / 剧情 犯罪 奇幻"
朗读者,The Reader,8.5,284603,"导演: 史蒂芬·戴德利 Stephen Daldry   主演: 凯特·温丝莱特 Kate Winslet ...
                            2008 / 美国 德国 / 剧情 爱情"
心迷宫,殡棺  /  The Coffin in the Mountain,8.6,168573,"导演: 忻钰坤 Yukun Xin   主演: 霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...
                            2014 / 中国大陆 / 剧情 犯罪 悬疑"
罗生门,羅生門,8.7,128953,"导演: 黑泽明 Akira Kurosawa   主演: 三船敏郎 Toshirô Mifune / 千秋实 ...
                            1950 / 日本 / 犯罪 剧情 悬疑"
追随,Following,8.9,84163,"导演: 克里斯托弗·诺兰 Christopher Nolan   主演: 杰里米·西奥伯德 Jeremy...
                            1998 / 英国 / 犯罪 悬疑 惊悚"
一次别离,جدایی نادر از سیمین,8.7,136160,"导演: 阿斯哈·法哈蒂  Asghar Farhadi   主演: 佩曼·莫阿迪 Peyman Moadi /...
                            2011 / 伊朗 法国 / 剧情 家庭"
撞车,Crash,8.6,178296,"导演: 保罗·哈吉斯 Paul Haggis   主演: 桑德拉·布洛克 Sandra Bullock / ...
                            2004 / 美国 德国 / 犯罪 剧情"
爆裂鼓手,Whiplash,8.6,245204,"导演: 达米安·沙泽勒 Damien Chazelle   主演: 迈尔斯·特勒 Miles Teller /...
                            2014 / 美国 / 剧情 音乐"
未麻的部屋,Perfect Blue,8.8,101293,"导演: 今敏 Satoshi Kon   主演: 岩男润子 Junko Iwao / 松本梨香 Rica Matsu...
                            1997 / 日本 / 动画 奇幻 惊悚"
可可西里,Kekexili: Mountain Patrol,8.7,132750,"导演: 陆川 Chuan Lu   主演: 多布杰 Duobujie / 张磊 Lei Zhang / 亓亮 Qi L...
                            2004 / 中国大陆 香港 / 剧情 犯罪"
战争之王,Lord of War,8.5,179136,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 尼古拉斯·凯奇 Nicolas Cage /...
                            2005 / 美国 法国 / 剧情 犯罪"
地球上的星星,Taare Zameen Par,8.8,87661,"导演: 阿米尔·汗 Aamir Khan   主演: 达席尔·萨法瑞 Darsheel Safary / 阿...
                            2007 / 印度 / 剧情 儿童 家庭"
梦之安魂曲,Requiem for a Dream,8.7,114485,"导演: 达伦·阿伦诺夫斯基 Darren Aronofsky   主演: 艾伦·伯斯汀 Ellen Bur...
                            2000 / 美国 / 剧情"
恐怖游轮,Triangle,8.3,334718,"导演: 克里斯托弗·史密斯 Christopher Smith   主演: 梅利莎·乔治 Melissa ...
                            2009 / 英国 澳大利亚 / 剧情 悬疑 惊悚"
达拉斯买家俱乐部,Dallas Buyers Club,8.6,173004,"导演: 让-马克·瓦雷 Jean-Marc Vallée   主演: 马修·麦康纳 Matthew McCon...
                            2013 / 美国 / 剧情 传记 同性"
被解救的姜戈,Django Unchained,8.5,265806,"导演: 昆汀·塔伦蒂诺 Quentin Tarantino   主演: 杰米·福克斯 Jamie Foxx /...
                            2012 / 美国 / 剧情 动作 西部 冒险"
阿飞正传,阿飛正傳,8.5,187406,"导演: 王家卫 Kar Wai Wong   主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1990 / 香港 / 犯罪 剧情 爱情"
牯岭街少年杀人事件,牯嶺街少年殺人事件,8.7,109755,"导演: 杨德昌 Edward Yang   主演: 张震 Chen Chang / 杨静怡 Lisa Yang / 张...
                            1991 / 台湾 / 剧情 犯罪"
谍影重重,The Bourne Identity,8.5,196645,"导演: 道格·里曼 Doug Liman   主演: 马特·达蒙 Matt Damon / 弗兰卡·波坦...
                            2002 / 美国 德国 捷克 / 动作 悬疑 惊悚"
谍影重重2,The Bourne Supremacy,8.5,163359,"导演: 保罗·格林格拉斯 Paul Greengrass   主演: 马特·达蒙 Matt Damon / ...
                            2004 / 美国 德国 / 动作 悬疑 惊悚"
碧海蓝天,Le grand bleu,8.7,109445,"导演: Luc Besson   主演: 让-马克·巴尔 Jean-Marc Barr / 让·雷诺 Jean Re...
                            1988 / 法国 美国 意大利 / 剧情 爱情"
魔女宅急便,魔女の宅急便,8.5,200008,"导演: 宫崎骏 Hayao Miyazaki   主演: 高山南 Minami Takayama / 佐久间玲 Re...
                            1989 / 日本 / 动画 奇幻 冒险"
血战钢锯岭,Hacksaw Ridge,8.7,323572,"导演: 梅尔·吉布森 Mel Gibson   主演: 安德鲁·加菲尔德 Andrew Garfield /...
                            2016 / 美国 澳大利亚 / 剧情 传记 历史 战争"
惊魂记,Psycho,8.9,85165,"导演: Alfred Hitchcock   主演: Janet Leigh / Anthony Perkins / Vera Miles
                            1960 / 美国 / 悬疑 惊悚 恐怖"
忠犬八公物语,ハチ公物語,9.0,61471,"导演: Seijirô Kôyama   主演: 山本圭 Kei Yamamoto / 井川比佐志 Hisa...
                            1987 / 日本 / 剧情"
秒速5厘米,秒速5センチメートル,8.3,305662,"导演: 新海诚 Makoto Shinkai   主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...
                            2007 / 日本 / 动画 剧情 爱情"
再次出发之纽约遇见你,Begin Again,8.5,174428,"导演: 约翰·卡尼 John Carney   主演: 凯拉·奈特莉 Keira Knightley / 马克...
                            2013 / 美国 / 喜剧 爱情 音乐"
青蛇,Green Snake,8.4,226671,"导演: 徐克 Hark Tsui   主演: 张曼玉 Maggie Cheung / 王祖贤 Joey Wang / ...
                            1993 / 香港 / 剧情 奇幻 古装"
海盗电台,The Boat That Rocked,8.6,167788,"导演: 理查德·柯蒂斯 Richard Curtis   主演: 比尔·奈伊 Bill Nighy / 肯尼...
                            2009 / 英国 德国 法国 / 剧情 喜剧 音乐"
头脑特工队,Inside Out,8.7,233343,"导演: 彼特·道格特 Pete Docter / 罗纳尔多·德尔·卡门 Ronaldo Del Carmen  &nb...;
                            2015 / 美国 / 喜剧 动画 冒险"
哪吒闹海,Prince Nezha's Triumph Against Dragon King  /  Nezha nao hai,8.9,82530,"导演: 严定宪 Dingxian Yan / 王树忱 Shuchen Wang   主演: 梁正晖 Zhenghui ...
                            1979 / 中国大陆 / 冒险 动画 奇幻"
房间,Room,8.8,158476,"导演: 伦尼·阿伯拉罕森 Lenny Abrahamson   主演: 布丽·拉尔森 Brie Larson...
                            2015 / 爱尔兰 加拿大 英国 美国 / 剧情 家庭"
东京物语,東京物語,9.2,51700,"导演: 小津安二郎 Yasujirô Ozu   主演: 笠智众 Chishû Ryû / 原节...
                            1953 / 日本 / 剧情 家庭"
绿里奇迹,The Green Mile,8.7,108786,"导演: Frank Darabont   主演: 汤姆·汉克斯 Tom Hanks / 大卫·摩斯 David M...
                            1999 / 美国 / 犯罪 剧情 奇幻 悬疑"
末路狂花,Thelma & Louise,8.7,106712,"导演: 雷德利·斯科特 Ridley Scott   主演: 吉娜·戴维斯 Geena Davis / 苏...
                            1991 / 美国 法国 / 犯罪 剧情 惊悚"
终结者2：审判日,Terminator 2: Judgment Day,8.6,143946,"导演: 詹姆斯·卡梅隆 James Cameron   主演: 阿诺·施瓦辛格 Arnold Schwarz...
                            1991 / 美国 法国 / 动作 科幻"
勇闯夺命岛,The Rock,8.5,144574,"导演: 迈克尔·贝 Michael Bay   主演: 肖恩·康纳利 Sean Connery / 尼古拉...
                            1996 / 美国 / 动作 冒险"
源代码,Source Code,8.3,416519,"导演: 邓肯·琼斯 Duncan Jones   主演: 杰克·吉伦哈尔 Jake Gyllenhaal / ...
                            2011 / 美国 加拿大 / 爱情 科幻 悬疑 惊悚"
这个男人来自地球,The Man from Earth,8.5,185223,"导演: 理查德·沙因克曼 Richard Schenkman   主演: 大卫·李·史密斯 David ...
                            2007 / 美国 / 剧情 科幻"
新龙门客栈,新龍門客棧,8.5,187819,"导演: 李惠民 Raymond Lee   主演: 张曼玉 Maggie Cheung / 林青霞 Brigitte ...
                            1992 / 香港 中国大陆 / 剧情 动作 武侠 古装"
黑客帝国3：矩阵革命,The Matrix Revolutions,8.5,159236,"导演: Andy Wachowski / Larry Wachowski   主演: Keanu Reeves / Laurence F...
                            2003 / 美国 澳大利亚 / 动作 科幻"
卡萨布兰卡,Casablanca,8.6,127089,"导演: Michael Curtiz   主演: 亨弗莱·鲍嘉 Humphrey Bogart / 英格丽·褒曼...
                            1942 / 美国 / 剧情 爱情 战争"
模仿游戏,The Imitation Game,8.5,260979,"导演: 莫腾·泰杜姆 Morten Tyldum   主演: 本尼迪克特·康伯巴奇 Benedict C...
                            2014 / 英国 美国 / 剧情 传记 战争 同性"
荒野生存,Into the Wild,8.6,129937,"导演: 西恩·潘 Sean Penn   主演: 埃米尔·赫斯基 Emile Hirsch / 马西娅·...
                            2007 / 美国 / 冒险 传记 剧情"
变脸,Face/Off,8.4,218250,"导演: 吴宇森 John Woo   主演: 约翰·特拉沃尔塔 John Travolta / 尼古拉斯...
                            1997 / 美国 / 动作 科幻 犯罪 惊悚"
迁徙的鸟,Le peuple migrateur,9.1,52429,"导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud   主演:...
                            2001 / 法国 德国 意大利 西班牙 瑞士 / 纪录片"
城市之光,City Lights,9.2,45078,"导演: Charles Chaplin   主演: 查理·卓别林 Charles Chaplin / 弗吉尼亚·...
                            1931 / 美国 / 喜剧 剧情 爱情"
E.T. 外星人,E.T.: The Extra-Terrestrial,8.5,155806,"导演: Steven Spielberg   主演: Henry Thomas / Dee Wallace / Robert MacNa...
                            1982 / 美国 / 剧情 科幻"
美国丽人,American Beauty,8.4,188743,"导演: 萨姆·门德斯 Sam Mendes   主演: 凯文·史派西 Kevin Spacey / 安妮特...
                            1999 / 美国 / 剧情 爱情 家庭"
发条橙,A Clockwork Orange,8.4,188925,"导演: Stanley Kubrick   主演: Malcolm McDowell / Patrick Magee / Michael...
                            1971 / 英国 美国 / 犯罪 剧情 科幻"
黄金三镖客,"Il buono, il brutto, il cattivo.",9.1,52249,"导演: Sergio Leone   主演: Clint Eastwood / Eli Wallach / Lee Van Cleef
                            1966 / 意大利 西班牙 西德 / 冒险 西部"
无耻混蛋,Inglourious Basterds,8.4,227129,"导演: Quentin Tarantino   主演: 布拉德·皮特 Brad Pitt / 梅拉尼·罗兰 M...
                            2009 / 美国 德国 / 剧情 犯罪"
初恋这件小事,สิ่งเล็กเล็กที่เรียกว่า...รัก,8.3,470184,"导演: 普特鹏·普罗萨卡·那·萨克那卡林 Puttipong Promsaka Na Sakolnakorn / 华森·波克彭...
                            2010 / 泰国 / 剧情 喜剧 爱情"
英国病人,The English Patient,8.4,176310,"导演: 安东尼·明格拉 Anthony Minghella   主演: 拉尔夫·费因斯 Ralph Fien...
                            1996 / 美国 英国 / 爱情 剧情 战争"
燕尾蝶,スワロウテイル,8.6,109093,"导演: 岩井俊二 Shunji Iwai   主演: 恰拉 Chara / 伊藤步 Ayumi Ito / 三上...
                            1996 / 日本 / 犯罪 剧情"
一个叫欧维的男人决定去死,En man som heter Ove,8.7,119770,"导演: 汉内斯·赫尔姆 Hannes Holm   主演: 罗夫·拉斯加德 Rolf Lassgård...
                            2015 / 瑞典 / 剧情"
爱在午夜降临前,Before Midnight,8.8,118514,"导演: 理查德·林克莱特 Richard Linklater   主演: 伊桑·霍克 Ethan Hawke ...
                            2013 / 美国 / 剧情 爱情"
你的名字。,君の名は。,8.4,475835,"导演: 新海诚 Makoto Shinkai   主演: 神木隆之介 Ryûnosuke Kamiki / 上...
                            2016 / 日本 / 剧情 爱情 动画"
非常嫌疑犯,The Usual Suspects,8.6,118345,"导演: 布莱恩·辛格 Bryan Singer   主演: 史蒂芬·鲍德温 Stephen Baldwin /...
                            1995 / 德国 美国 / 剧情 犯罪 悬疑 惊悚"
叫我第一名,Front of the Class,8.6,110461,"导演: 彼得·维纳 Peter Werner   主演: 詹姆斯·沃克 James Wolk / 特里特·...
                            2008 / 美国 / 剧情 传记"
穆赫兰道,Mulholland Dr.,8.3,238674,"导演: 大卫·林奇 David Lynch   主演: 娜奥米·沃茨 Naomi Watts / 劳拉·哈...
                            2001 / 法国 美国 / 剧情 悬疑 惊悚"
请以你的名字呼唤我,Call Me by Your Name,8.8,139292,"导演: 卢卡·圭达尼诺 Luca Guadagnino   主演: 蒂莫西·柴勒梅德 Timothée ...
                            2017 / 意大利 法国 巴西 美国 / 剧情 爱情 同性"
勇士,Warrior,8.9,88801,"导演: 加文·欧康诺 Gavin O'Connor   主演: 汤姆·哈迪 Tom Hardy / 乔尔·...
                            2011 / 美国 / 剧情 运动 家庭"
无敌破坏王,Wreck-It Ralph,8.6,187358,"导演: 瑞奇·莫尔 Rich Moore   主演: 约翰·C·赖利 John C. Reilly / 萨拉...
                            2012 / 美国 / 喜剧 动画 奇幻 冒险"
疯狂的石头,Crazy Stone,8.3,320239,"导演: 宁浩 Hao Ning   主演: 郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin
                            2006 / 中国大陆 香港 / 喜剧 犯罪"
无人知晓,誰も知らない,9.0,56336,"导演: 是枝裕和 Hirokazu Koreeda   主演: 柳乐优弥 Yûya Yagira / 北浦爱...
                            2004 / 日本 / 剧情"
上帝也疯狂,The Gods Must Be Crazy,8.6,97480,"导演: Jamie Uys   主演: Marius Weyers / Sandra Prinsloo / N!xau
                            1980 / 博茨瓦纳 南非 / 喜剧"
国王的演讲,The King's Speech,8.3,345362,"导演: 汤姆·霍珀 Tom Hooper   主演: 柯林·菲尔斯 Colin Firth / 杰弗里·...
                            2010 / 英国 澳大利亚 美国 / 剧情 传记 历史"
血钻,Blood Diamond,8.5,134101,"导演: 爱德华·兹威克 Edward Zwick   主演: 莱昂纳多·迪卡普里奥 Leonardo ...
                            2006 / 美国 德国 / 剧情 惊悚 冒险"
步履不停,歩いても 歩いても,8.8,73363,"导演: 是枝裕和 Hirokazu Koreeda   主演: 阿部宽 Hiroshi Abe / 夏川结衣 Yu...
                            2008 / 日本 / 剧情 家庭"
蓝色大门,藍色大門,8.3,275427,"导演: 易智言 Chih-yen Yee   主演: 陈柏霖 Bo-lin Chen / 桂纶镁 Lunmei Kwa...
                            2002 / 台湾 法国 / 剧情 爱情 同性"
枪火,鎗火,8.6,101116,"导演: 杜琪峰 Johnnie To   主演: 吴镇宇 Francis Ng / 任达华 Simon Yam / ...
                            1999 / 香港 / 剧情 动作 犯罪"
大卫·戈尔的一生,The Life of David Gale,8.6,94446,"导演: Alan Parker   主演: 凯文·史派西 Kevin Spacey / 凯特·温丝莱特 Kat...
                            2003 / 美国 德国 英国 / 剧情 犯罪 悬疑"
彗星来的那一夜,Coherence,8.4,179847,"导演: 詹姆斯·沃德·布柯特 James Ward Byrkit   主演: 艾米丽·芭尔多尼 Em...
                            2013 / 美国 英国 / 科幻 悬疑 惊悚"
爱·回家,집으로...,9.0,47944,"导演: 李廷香 Jeong-hyang Lee   主演: 金艺芬 Eul-boon Kim / 俞承豪 Seung-...
                            2002 / 韩国 / 剧情 家庭"
遗愿清单,The Bucket List,8.5,130545,"导演: 罗伯·莱纳 Rob Reiner   主演: 杰克·尼科尔森 Jack Nicholson / 摩根...
                            2007 / 美国 / 冒险 喜剧 剧情"
我爱你,그대를 사랑합니다,9.0,58231,"导演: 秋昌民 Chang-min Choo   主演: 宋在河 Jae-ho Song / 李顺载 Soon-jae...
                            2011 / 韩国 / 剧情 爱情"
千钧一发,Gattaca,8.7,87099,"导演: 安德鲁·尼科尔 Andrew Niccol   主演: 伊桑·霍克 Ethan Hawke / 乌玛...
                            1997 / 美国 / 剧情 科幻"
荒岛余生,Cast Away,8.5,136077,"导演: 罗伯特·泽米吉斯 Robert Zemeckis   主演: 汤姆·汉克斯 Tom Hanks / ...
                            2000 / 美国 / 冒险 剧情"
麦兜故事,麥兜故事,8.5,129569,"导演: 袁建滔 Toe Yuen   主演: 李晋纬 / 林海峰 Jan Lamb / 吴君如 Sandra Ng
                            2001 / 香港 / 剧情 喜剧 动画"
暖暖内含光,Eternal Sunshine of the Spotless Mind,8.4,146463,"导演: 米歇尔·冈瑞 Michel Gondry   主演: 金·凯瑞 Jim Carrey / 凯特·温...
                            2004 / 美国 / 剧情 爱情 奇幻"
曾经,Once,8.3,205005,"导演: 约翰·卡尼 John Carney   主演: 格伦·汉塞德 Glen Hansard / 玛可塔...
                            2007 / 爱尔兰 / 剧情 音乐 爱情"
月球,Moon,8.5,145512,"导演: 邓肯·琼斯 Duncan Jones   主演: 山姆·洛克威尔 Sam Rockwell / 凯文...
                            2009 / 英国 / 剧情 科幻 悬疑"
黑鹰坠落,Black Hawk Down,8.5,114346,"导演: 雷德利·斯科特 Ridley Scott   主演: 乔什·哈奈特 Josh Hartnett / ...
                            2001 / 美国 / 动作 历史 战争"
